temperature_c,ldr_left,ldr_right,avg_light,light_diff,voltage_v,current_a,power_w,fault_type,split
47.27,728.18,768.52,748.35,40.34,13.87,2.47,34.2589,4,train
68.61,866.2,972.48,919.34,106.28,16.34,3.43,56.0462,3,train
59.37,759.17,643.64,701.4,115.53,16.73,2.18,36.4714,3,train
37.22,451.45,509.32,480.38,57.87,6.91,2.41,16.6531,4,train
78.12,924.08,873.78,898.93,50.3,14.31,4.0,57.24,3,train
38.78,490.5,594.89,542.69,104.39,20.27,0.0,0.0,4,train
27.57,136.91,0.0,68.46,136.91,12.76,0.36,4.5936,1,train
79.67,769.75,770.96,770.36,1.21,13.65,3.43,46.8195,3,train
36.35,0.49,600.65,300.57,600.16,8.31,1.02,8.4762,2,validation
55.11,765.79,16.5,391.14,749.29,8.33,1.47,12.2451,2,train
47.31,675.61,654.06,664.84,21.55,11.05,2.58,28.509,4,train
23.95,88.92,80.67,84.8,8.25,15.31,0.0,0.0,1,train
46.63,73.51,594.2,333.86,520.69,10.01,0.21,2.1021,2,train
39.76,130.89,91.01,110.95,39.88,10.79,0.8,8.632,1,validation
46.23,903.31,211.19,557.25,692.12,8.69,0.81,7.0389,2,validation
37.27,97.15,0.71,48.93,96.44,16.72,0.0,0.0,1,validation
46.58,953.74,308.07,630.9,645.67,11.79,2.61,30.7719,2,train
71.8,511.68,551.58,531.63,39.9,6.17,3.31,20.4227,4,validation
72.74,806.26,864.29,835.28,58.03,13.39,4.73,63.3347,3,validation
71.81,735.49,896.7,816.1,161.21,15.44,2.77,42.7688,3,train
32.82,477.95,580.24,529.1,102.29,17.95,1.39,24.9505,0,train
50.69,767.23,691.01,729.12,76.22,16.18,2.08,33.6544,0,test
48.3,622.55,652.94,637.74,30.39,11.58,2.33,26.9814,4,train
61.77,746.07,688.52,717.3,57.55,14.17,2.51,35.5667,3,train
30.16,23.51,146.75,85.13,123.24,16.49,0.39,6.4311,1,train
44.88,821.99,187.8,504.9,634.19,10.54,1.42,14.9668,2,train
57.03,865.09,854.14,859.62,10.95,15.47,3.48,53.8356,0,test
36.25,52.57,79.55,66.06,26.98,15.47,0.46,7.1162,1,train
44.03,416.84,146.73,281.78,270.11,9.84,1.97,19.3848,2,train
62.22,695.2,625.04,660.12,70.16,15.72,2.33,36.6276,3,train
52.84,913.62,918.73,916.18,5.11,14.45,3.63,52.4535,0,train
39.99,551.19,600.45,575.82,49.26,15.23,1.77,26.9571,0,train
40.81,544.98,544.34,544.66,0.64,16.82,1.12,18.8384,0,train
77.14,595.36,610.09,602.72,14.73,5.05,3.56,17.978,4,train
39.04,636.45,92.55,364.5,543.9,12.37,0.67,8.2879,2,train
37.43,405.68,470.24,437.96,64.56,2.72,5.46,14.8512,4,validation
47.28,72.74,553.42,313.08,480.68,7.49,1.85,13.8565,2,train
38.41,92.72,856.88,474.8,764.16,13.93,1.35,18.8055,2,train
67.27,859.93,864.95,862.44,5.02,14.03,4.25,59.6275,3,train
26.91,115.08,107.27,111.18,7.81,13.36,0.04,0.5344,1,train
45.29,278.47,760.34,519.4,481.87,10.22,0.43,4.3946,2,test
61.57,697.07,617.76,657.42,79.31,18.69,0.17,3.1773,4,train
32.78,238.21,218.72,228.46,19.49,12.34,0.98,12.0932,1,train
36.64,629.25,82.59,355.92,546.66,11.95,1.06,12.667,2,train
39.71,728.58,904.73,816.66,176.15,14.83,3.91,57.9853,0,test
29.93,415.29,372.24,393.76,43.05,18.81,0.0,0.0,4,train
40.35,93.16,641.8,367.48,548.64,11.41,1.63,18.5983,2,train
57.35,969.58,91.24,530.41,878.34,12.85,1.49,19.1465,2,train
47.37,168.2,922.5,545.35,754.3,10.87,1.3,14.131,2,train
83.03,784.47,799.25,791.86,14.78,14.81,3.03,44.8743,3,train
53.62,935.24,954.07,944.66,18.83,15.61,4.8,74.928,0,train
30.56,225.86,115.04,170.45,110.82,16.46,0.38,6.2548,1,train
38.39,366.92,544.84,455.88,177.92,16.4,1.47,24.108,0,validation
43.82,614.88,694.74,654.81,79.86,16.88,2.83,47.7704,0,train
21.75,128.74,0.0,64.37,128.74,13.17,0.0,0.0,1,validation
41.49,230.03,814.45,522.24,584.42,8.72,1.98,17.2656,2,train
32.26,457.77,415.56,436.66,42.21,10.51,2.08,21.8608,4,validation
38.29,146.24,32.77,89.51,113.47,17.4,0.0,0.0,1,train
36.43,93.39,91.98,92.68,1.41,13.59,0.2,2.718,1,test
59.82,916.74,817.95,867.34,98.79,13.74,3.61,49.6014,3,train
89.43,874.4,802.97,838.68,71.43,13.76,3.0,41.28,3,train
47.38,696.61,584.16,640.38,112.45,14.73,2.77,40.8021,0,train
34.7,117.32,785.86,451.59,668.54,10.95,0.81,8.8695,2,train
95.0,993.17,979.34,986.26,13.83,14.26,4.14,59.0364,3,train
63.28,870.43,1017.8,944.12,147.37,14.48,4.25,61.54,3,train
40.19,486.92,447.43,467.18,39.49,12.27,1.75,21.4725,4,train
21.7,501.36,409.92,455.64,91.44,16.06,1.02,16.3812,0,train
35.33,704.65,769.4,737.02,64.75,13.21,2.17,28.6657,4,test
70.5,695.85,768.23,732.04,72.38,15.02,3.55,53.321,3,train
46.08,474.27,590.74,532.5,116.47,8.47,0.87,7.3689,4,train
36.42,481.26,502.54,491.9,21.28,17.5,1.6,28.0,0,train
59.69,962.07,940.98,951.53,21.09,15.57,3.29,51.2253,3,train
85.98,828.19,857.58,842.88,29.39,12.94,3.5,45.29,3,train
80.7,842.91,792.51,817.71,50.4,13.24,3.59,47.5316,3,train
68.72,876.62,706.63,791.62,169.99,13.77,3.78,52.0506,3,validation
24.57,0.0,140.26,70.13,140.26,16.9,0.4,6.76,1,train
42.9,557.02,613.62,585.32,56.6,8.78,1.44,12.6432,4,test
34.82,295.45,636.28,465.86,340.83,7.38,0.75,5.535,2,train
87.18,997.57,840.84,919.2,156.73,12.58,3.81,47.9298,3,train
53.67,429.92,529.78,479.85,99.86,13.49,1.71,23.0679,0,train
30.01,441.41,434.03,437.72,7.38,18.68,0.2,3.736,4,validation
45.26,797.03,253.62,525.33,543.41,11.22,1.84,20.6448,2,validation
62.06,710.23,685.78,698.0,24.45,14.0,2.48,34.72,3,train
50.53,710.21,484.37,597.29,225.84,18.52,0.39,7.2228,4,test
35.27,33.4,88.07,60.74,54.67,15.63,0.21,3.2823,1,test
31.17,125.81,70.7,98.26,55.11,14.16,0.15,2.124,1,validation
62.85,730.19,788.81,759.5,58.62,12.84,1.53,19.6452,4,train
33.04,526.31,527.37,526.84,1.06,10.3,0.48,4.944,4,validation
71.02,700.36,829.05,764.7,128.69,8.28,2.36,19.5408,4,train
36.99,630.86,384.38,507.62,246.48,15.58,1.25,19.475,0,train
47.55,778.17,614.59,696.38,163.58,16.46,1.94,31.9324,0,train
36.55,174.19,0.0,87.1,174.19,14.29,0.0,0.0,1,train
31.67,45.56,118.34,81.95,72.78,11.34,0.37,4.1958,1,train
86.17,886.22,970.65,928.44,84.43,12.85,4.48,57.568,3,train
50.4,757.77,819.38,788.58,61.61,10.49,2.32,24.3368,4,train
40.05,154.69,35.73,95.21,118.96,11.7,0.38,4.446,1,train
61.98,678.05,665.55,671.8,12.5,14.39,1.68,24.1752,3,train
49.7,948.14,928.63,938.38,19.51,15.7,3.28,51.496,0,validation
47.71,877.05,142.99,510.02,734.06,12.29,0.76,9.3404,2,validation
36.94,475.88,383.11,429.5,92.77,2.09,4.39,9.1751,4,train
31.26,222.46,197.64,210.05,24.82,11.9,0.0,0.0,1,train
40.34,486.55,908.07,697.31,421.52,8.35,0.0,0.0,2,validation
36.62,447.0,584.17,515.58,137.17,13.94,0.86,11.9884,0,validation
31.87,86.53,97.56,92.04,11.03,14.97,0.0,0.0,1,validation
59.9,854.08,976.67,915.38,122.59,15.56,3.7,57.572,0,train
42.61,568.65,558.25,563.45,10.4,15.51,2.07,32.1057,0,train
59.74,989.61,892.09,940.85,97.52,15.39,2.95,45.4005,3,train
73.79,498.47,417.24,457.86,81.23,7.07,3.06,21.6342,4,train
33.43,52.73,25.05,38.89,27.68,15.15,0.42,6.363,1,train
58.43,814.37,844.14,829.26,29.77,6.5,0.5,3.25,4,train
37.12,255.54,259.34,257.44,3.8,15.34,0.44,6.7496,1,validation
32.32,552.18,557.58,554.88,5.4,16.74,1.55,25.947,0,train
46.01,430.42,43.28,236.85,387.14,12.44,1.79,22.2676,2,train
41.52,545.01,547.42,546.21,2.41,22.0,0.21,4.62,4,train
78.8,833.06,924.07,878.56,91.01,13.77,3.48,47.9196,3,train
25.64,26.93,4.79,15.86,22.14,13.76,0.0,0.0,1,train
38.76,80.71,113.07,96.89,32.36,15.72,0.08,1.2576,1,test
61.19,627.67,552.05,589.86,75.62,6.04,2.77,16.7308,4,test
62.09,634.67,600.54,617.6,34.13,14.84,3.27,48.5268,3,train
30.66,168.45,76.62,122.54,91.83,17.57,0.35,6.1495,1,train
33.14,163.03,104.85,133.94,58.18,15.08,0.12,1.8096,1,train
48.25,732.43,736.03,734.23,3.6,15.69,1.92,30.1248,0,train
83.16,724.98,847.37,786.18,122.39,12.82,2.45,31.409,3,validation
53.85,961.54,1010.52,986.03,48.98,15.49,3.45,53.4405,0,train
73.25,835.53,797.22,816.38,38.31,5.12,2.96,15.1552,4,test
51.16,688.78,59.53,374.16,629.25,6.45,1.16,7.482,2,test
30.86,210.83,220.68,215.76,9.85,13.67,0.0,0.0,1,train
44.31,632.47,603.8,618.14,28.67,20.52,0.07,1.4364,4,train
69.75,710.32,687.94,699.13,22.38,13.22,1.77,23.3994,3,train
24.5,127.47,172.74,150.11,45.27,15.79,0.03,0.4737,1,train
33.5,394.26,483.76,439.01,89.5,19.36,0.0,0.0,4,train
29.3,140.33,69.45,104.89,70.88,13.79,0.14,1.9306,1,train
60.07,774.62,732.98,753.8,41.64,9.06,2.43,22.0158,4,test
49.37,681.13,843.5,762.32,162.37,0.4,5.84,2.336,4,validation
54.69,858.12,841.55,849.84,16.57,2.83,4.69,13.2727,4,train
28.26,174.9,98.69,136.8,76.21,17.02,0.27,4.5954,1,test
50.12,770.21,777.44,773.82,7.23,16.0,3.24,51.84,0,train
46.78,833.63,247.9,540.76,585.73,7.54,2.42,18.2468,2,train
43.18,305.21,694.36,499.78,389.15,10.53,1.79,18.8487,2,train
66.3,973.81,924.43,949.12,49.38,14.08,3.87,54.4896,3,train
28.62,53.19,65.42,59.3,12.23,13.33,0.0,0.0,1,train
46.98,515.81,472.34,494.07,43.47,15.94,1.03,16.4182,0,test
50.66,796.5,872.94,834.72,76.44,21.24,0.17,3.6108,4,train
35.57,135.07,63.99,99.53,71.08,14.57,0.37,5.3909,1,train
40.14,939.63,207.26,573.44,732.37,9.69,1.62,15.6978,2,train
37.04,126.38,86.34,106.36,40.04,12.98,0.52,6.7496,1,train
38.42,506.38,479.48,492.93,26.9,15.13,0.94,14.2222,0,test
48.37,470.92,531.41,501.16,60.49,10.58,3.06,32.3748,4,train
81.63,716.47,766.65,741.56,50.18,12.15,2.7,32.805,3,train
61.29,667.11,692.77,679.94,25.66,20.69,0.05,1.0345,4,test
42.68,92.63,533.87,313.25,441.24,11.25,1.65,18.5625,2,test
56.28,775.62,796.06,785.84,20.44,15.07,2.32,34.9624,3,train
48.23,717.62,797.37,757.5,79.75,15.61,3.12,48.7032,0,train
63.39,928.07,966.34,947.2,38.27,15.46,2.64,40.8144,0,train
54.27,932.94,981.83,957.38,48.89,16.52,3.67,60.6284,0,train
66.75,826.31,924.19,875.25,97.88,13.65,4.44,60.606,3,train
60.03,836.63,955.03,895.83,118.4,13.86,4.03,55.8558,3,train
32.76,209.85,203.37,206.61,6.48,17.01,0.29,4.9329,1,train
50.52,606.19,628.49,617.34,22.3,6.61,1.68,11.1048,4,train
59.89,928.89,920.98,924.94,7.91,13.82,3.92,54.1744,3,train
67.54,769.76,801.27,785.52,31.51,7.68,4.07,31.2576,4,train
48.2,67.76,669.45,368.6,601.69,10.74,0.57,6.1218,2,validation
53.44,659.87,567.55,613.71,92.32,22.0,0.0,0.0,4,train
53.82,931.22,704.79,818.0,226.43,9.31,1.61,14.9891,4,train
54.17,247.25,817.01,532.13,569.76,7.15,0.4,2.86,2,train
58.21,1023.0,979.56,1001.28,43.44,14.37,3.23,46.4151,0,train
65.66,788.37,782.31,785.34,6.06,14.8,2.68,39.664,3,train
36.33,222.34,244.65,233.5,22.31,16.09,0.0,0.0,1,train
24.01,2.56,23.28,12.92,20.72,16.25,0.17,2.7625,1,train
24.99,0.0,0.0,0.0,0.0,15.29,0.02,0.3058,1,validation
86.5,680.62,697.03,688.82,16.41,12.06,4.41,53.1846,3,validation
39.57,0.0,645.92,322.96,645.92,12.96,1.16,15.0336,2,test
49.6,642.45,540.89,591.67,101.56,15.76,3.4,53.584,0,train
71.01,948.97,989.81,969.39,40.84,14.18,3.32,47.0776,3,test
47.64,733.29,594.15,663.72,139.14,15.6,2.46,38.376,0,train
69.13,864.28,922.45,893.36,58.17,13.42,4.24,56.9008,3,train
26.74,135.46,139.76,137.61,4.3,12.35,0.45,5.5575,1,validation
31.09,189.63,260.48,225.06,70.85,16.49,0.28,4.6172,1,train
48.26,860.47,982.92,921.7,122.45,14.94,2.48,37.0512,0,train
43.99,543.08,618.2,580.64,75.12,14.99,2.02,30.2798,0,test
41.99,0.0,391.55,195.78,391.55,15.67,1.73,27.1091,2,train
30.82,107.28,0.0,53.64,107.28,12.88,0.0,0.0,1,train
45.85,180.88,170.15,175.52,10.73,13.68,0.82,11.2176,1,train
82.34,1008.24,840.08,924.16,168.16,12.75,3.92,49.98,3,test
36.29,410.45,575.65,493.05,165.2,17.41,1.18,20.5438,0,train
59.11,675.17,739.94,707.56,64.77,14.17,2.57,36.4169,3,train
29.86,245.77,221.78,233.78,23.99,14.54,0.72,10.4688,1,validation
30.1,403.56,93.75,248.66,309.81,10.86,1.62,17.5932,2,train
41.75,102.01,655.19,378.6,553.18,11.1,0.99,10.989,2,train
44.97,453.09,112.28,282.68,340.81,10.13,1.01,10.2313,2,test
39.87,406.01,492.54,449.28,86.53,10.42,2.08,21.6736,4,train
55.86,804.82,870.92,837.87,66.1,1.69,5.18,8.7542,4,train
37.17,530.76,523.94,527.35,6.82,22.0,0.0,0.0,4,train
51.49,353.43,847.08,600.26,493.65,6.58,1.76,11.5808,2,validation
29.39,79.02,93.04,86.03,14.02,12.89,0.0,0.0,1,train
62.95,910.84,858.73,884.79,52.11,15.23,3.85,58.6355,0,validation
39.77,445.58,541.4,493.49,95.82,11.69,2.86,33.4334,4,train
19.75,4.59,85.44,45.02,80.85,14.73,0.21,3.0933,1,train
36.04,0.0,93.33,46.66,93.33,13.07,0.35,4.5745,1,train
30.98,66.01,0.0,33.01,66.01,15.87,0.24,3.8088,1,train
26.12,140.58,0.0,70.29,140.58,15.51,0.15,2.3265,1,train
82.81,975.88,890.06,932.97,85.82,14.19,3.25,46.1175,3,train
50.46,704.14,705.68,704.91,1.54,15.42,3.62,55.8204,0,train
64.69,936.66,921.38,929.02,15.28,13.9,3.31,46.009,3,train
40.51,793.06,318.53,555.79,474.53,12.21,0.88,10.7448,2,test
67.8,666.17,642.69,654.43,23.48,5.73,2.91,16.6743,4,validation
45.06,773.95,762.77,768.36,11.18,20.94,0.0,0.0,4,validation
49.78,808.59,355.1,581.84,453.49,9.17,0.93,8.5281,2,train
61.7,962.58,842.76,902.67,119.82,14.67,2.58,37.8486,3,train
47.03,52.07,486.84,269.46,434.77,12.57,1.58,19.8606,2,train
34.96,76.61,102.27,89.44,25.66,16.2,0.0,0.0,1,train
39.3,62.22,409.37,235.8,347.15,7.57,0.93,7.0401,2,train
46.49,191.97,205.62,198.8,13.65,13.3,0.32,4.256,1,validation
53.51,685.03,600.44,642.74,84.59,9.46,2.29,21.6634,4,train
84.93,663.56,711.03,687.3,47.47,12.01,3.05,36.6305,3,train
68.26,794.48,723.81,759.14,70.67,13.33,2.62,34.9246,3,test
45.46,663.02,585.21,624.12,77.81,14.88,2.68,39.8784,0,test
34.02,5.05,81.3,43.18,76.25,15.66,0.31,4.8546,1,train
45.59,611.72,552.28,582.0,59.44,16.53,2.29,37.8537,0,train
84.89,846.94,857.22,852.08,10.28,14.65,3.31,48.4915,3,train
71.01,759.44,907.57,833.51,148.13,14.52,3.86,56.0472,3,train
33.63,91.84,450.25,271.04,358.41,11.95,1.52,18.164,2,train
51.61,685.87,596.61,641.24,89.26,20.66,0.8,16.528,4,train
40.18,136.59,2.6,69.6,133.99,15.87,0.3,4.761,1,validation
29.83,145.87,185.14,165.5,39.27,14.59,0.27,3.9393,1,train
34.7,120.0,533.18,326.59,413.18,11.99,1.24,14.8676,2,train
60.82,860.97,915.85,888.41,54.88,16.96,5.14,87.1744,3,train
27.6,253.2,102.05,177.62,151.15,13.84,0.31,4.2904,1,train
43.66,64.91,573.28,319.09,508.37,8.86,1.21,10.7206,2,train
38.67,140.28,575.5,357.89,435.22,12.18,0.53,6.4554,2,train
65.41,348.17,400.74,374.46,52.57,7.35,3.68,27.048,4,validation
35.13,119.06,51.99,85.52,67.07,14.7,0.0,0.0,1,validation
34.04,136.86,153.69,145.28,16.83,12.97,0.22,2.8534,1,train
62.56,881.69,865.75,873.72,15.94,17.53,3.94,69.0682,0,test
41.73,86.32,246.74,166.53,160.42,17.01,0.43,7.3143,1,train
37.47,613.45,565.99,589.72,47.46,18.1,1.27,22.987,0,train
41.92,26.91,0.0,13.46,26.91,12.13,0.27,3.2751,1,train
59.53,931.43,926.37,928.9,5.06,14.35,3.49,50.0815,3,train
56.13,845.25,972.16,908.7,126.91,15.27,2.93,44.7411,0,train
42.56,660.02,593.73,626.88,66.29,15.74,1.77,27.8598,0,train
43.63,428.28,512.92,470.6,84.64,14.9,2.45,36.505,0,validation
38.68,213.32,494.87,354.1,281.55,9.14,1.43,13.0702,2,train
42.79,126.56,5.09,65.82,121.47,12.61,0.21,2.6481,1,train
43.43,138.91,164.85,151.88,25.94,10.61,0.8,8.488,1,train
34.37,454.83,494.76,474.79,39.93,16.59,1.2,19.908,0,train
47.85,678.72,714.47,696.6,35.75,0.26,5.18,1.3468,4,train
53.27,802.68,855.15,828.92,52.47,2.31,4.25,9.8175,4,train
35.17,126.8,435.71,281.26,308.91,13.74,1.4,19.236,2,train
74.84,968.22,860.49,914.36,107.73,14.32,3.53,50.5496,3,test
30.69,161.47,195.47,178.47,34.0,14.49,0.33,4.7817,1,test
38.4,557.12,240.31,398.72,316.81,12.43,1.74,21.6282,2,validation
32.2,103.01,42.33,72.67,60.68,12.24,0.27,3.3048,1,train
42.56,461.37,491.86,476.62,30.49,15.18,1.86,28.2348,0,test
72.02,476.34,449.79,463.06,26.55,10.24,4.47,45.7728,4,train
36.6,121.41,78.28,99.84,43.13,14.2,0.0,0.0,1,validation
47.28,619.57,696.77,658.17,77.2,2.8,3.67,10.276,4,train
72.95,992.51,917.78,955.14,74.73,13.84,3.44,47.6096,3,train
35.86,212.35,215.38,213.86,3.03,15.83,0.46,7.2818,1,test
38.91,169.99,128.07,149.03,41.92,16.27,0.18,2.9286,1,validation
47.71,936.8,843.77,890.28,93.03,3.48,3.73,12.9804,4,train
39.97,74.49,146.49,110.49,72.0,14.12,0.64,9.0368,1,test
65.57,812.78,871.53,842.16,58.75,14.6,3.66,53.436,0,train
40.85,521.8,591.21,556.5,69.41,1.79,5.96,10.6684,4,train
36.12,563.03,439.87,501.45,123.16,17.02,0.91,15.4882,0,validation
76.42,1023.0,901.44,962.22,121.56,15.52,4.19,65.0288,3,train
43.09,749.83,536.73,643.28,213.1,16.41,2.07,33.9687,0,train
68.47,1023.0,845.34,934.17,177.66,13.64,2.9,39.556,3,train
61.4,829.45,758.26,793.86,71.19,15.0,2.09,31.35,3,train
33.44,415.79,486.63,451.21,70.84,16.46,0.99,16.2954,0,validation
93.22,568.15,577.49,572.82,9.34,8.43,3.61,30.4323,4,test
56.23,764.05,871.09,817.57,107.04,16.18,4.01,64.8818,3,train
49.49,534.02,716.74,625.38,182.72,10.31,2.64,27.2184,4,train
47.42,849.54,844.4,846.97,5.14,16.79,3.1,52.049,0,train
49.52,634.56,481.62,558.09,152.94,2.56,4.25,10.88,4,test
43.83,502.61,471.48,487.04,31.13,14.77,1.38,20.3826,0,validation
91.03,815.65,828.6,822.12,12.95,13.93,2.31,32.1783,3,train
38.17,511.98,517.8,514.89,5.82,17.13,1.35,23.1255,0,train
95.0,754.89,891.1,823.0,136.21,12.72,2.94,37.3968,3,train
30.71,75.72,63.85,69.78,11.87,13.22,0.28,3.7016,1,test
31.21,22.4,475.65,249.02,453.25,12.47,1.74,21.6978,2,train
47.03,528.09,549.62,538.86,21.53,15.09,1.67,25.2003,0,test
41.58,356.25,496.64,426.44,140.39,6.97,0.63,4.3911,4,train
20.77,0.0,142.89,71.44,142.89,14.02,0.52,7.2904,1,test
31.47,105.53,159.42,132.48,53.89,15.91,0.01,0.1591,1,train
48.28,536.42,506.92,521.67,29.5,12.03,0.67,8.0601,4,train
30.57,385.28,63.94,224.61,321.34,12.23,1.75,21.4025,2,train
41.33,782.23,659.97,721.1,122.26,15.6,2.76,43.056,0,train
37.08,730.1,102.28,416.19,627.82,10.99,0.18,1.9782,2,train
51.41,764.18,739.01,751.6,25.17,3.22,4.24,13.6528,4,test
49.7,681.67,657.96,669.82,23.71,11.79,2.08,24.5232,4,validation
23.29,502.23,453.81,478.02,48.42,15.61,1.26,19.6686,0,train
34.2,192.45,198.86,195.66,6.41,15.23,0.24,3.6552,1,train
39.77,149.31,37.42,93.36,111.89,10.35,0.35,3.6225,1,validation
34.62,233.37,129.7,181.54,103.67,12.39,0.75,9.2925,1,train
49.81,787.67,216.42,502.04,571.25,12.27,1.93,23.6811,2,test
36.73,245.1,937.54,591.32,692.44,8.28,1.13,9.3564,2,train
72.74,658.74,662.28,660.51,3.54,14.02,3.46,48.5092,3,test
65.7,641.57,727.55,684.56,85.98,7.65,3.41,26.0865,4,train
43.42,398.58,497.23,447.9,98.65,2.45,3.77,9.2365,4,train
77.55,650.96,734.05,692.5,83.09,14.15,3.48,49.242,3,validation
56.31,368.96,781.52,575.24,412.56,8.57,2.3,19.711,2,validation
28.23,39.67,36.86,38.26,2.81,16.03,0.26,4.1678,1,train
36.64,702.6,725.68,714.14,23.08,14.92,3.1,46.252,0,train
50.33,494.72,412.19,453.46,82.53,13.17,1.66,21.8622,4,train
43.0,596.27,686.0,641.14,89.73,5.36,2.2,11.792,4,train
38.97,147.42,150.24,148.83,2.82,13.24,0.96,12.7104,1,train
33.29,142.44,200.04,171.24,57.6,15.12,0.49,7.4088,1,train
35.67,667.45,681.34,674.4,13.89,15.06,1.76,26.5056,0,validation
30.12,56.36,117.76,87.06,61.4,12.58,0.0,0.0,1,train
49.46,747.66,670.77,709.21,76.89,16.82,3.04,51.1328,0,train
60.99,836.58,795.9,816.24,40.68,13.91,2.91,40.4781,3,test
56.11,849.32,929.57,889.44,80.25,12.21,2.86,34.9206,4,train
46.41,645.37,298.59,471.98,346.78,10.33,1.47,15.1851,2,train
51.28,718.96,835.96,777.46,117.0,15.37,3.74,57.4838,0,validation
67.4,618.29,561.74,590.02,56.55,6.47,4.23,27.3681,4,train
59.31,672.35,747.7,710.03,75.35,15.73,2.36,37.1228,0,train
63.42,626.92,683.61,655.26,56.69,15.43,3.34,51.5362,3,test
48.82,836.68,137.0,486.84,699.68,10.29,0.22,2.2638,2,train
42.09,161.86,780.84,471.35,618.98,14.29,1.58,22.5782,2,validation
53.92,737.3,1023.0,880.15,285.7,19.88,0.23,4.5724,4,validation
47.5,659.77,183.84,421.8,475.93,9.32,1.06,9.8792,2,validation
39.83,97.15,106.21,101.68,9.06,16.08,0.44,7.0752,1,validation
34.31,78.07,48.51,63.29,29.56,13.47,0.29,3.9063,1,validation
45.15,571.17,520.43,545.8,50.74,0.0,4.18,0.0,4,train
43.58,189.87,934.7,562.29,744.83,9.27,1.37,12.6999,2,train
27.97,79.06,215.51,147.28,136.45,12.45,0.78,9.711,1,train
42.41,510.85,523.02,516.93,12.17,9.31,2.57,23.9267,4,train
35.88,357.09,110.94,234.02,246.15,8.48,1.5,12.72,2,test
44.35,550.62,523.23,536.92,27.39,20.64,0.22,4.5408,4,train
42.26,354.14,533.92,444.03,179.78,9.4,0.58,5.452,2,test
52.47,892.39,816.54,854.46,75.85,14.8,2.7,39.96,0,train
55.01,715.11,740.89,728.0,25.78,19.26,0.0,0.0,4,train
37.04,736.27,287.37,511.82,448.9,6.36,1.14,7.2504,2,train
67.23,826.72,720.12,773.42,106.6,13.62,3.7,50.394,3,validation
55.3,867.8,938.06,902.93,70.26,14.03,4.09,57.3827,3,train
46.13,821.3,148.83,485.06,672.47,9.33,1.67,15.5811,2,train
69.48,909.77,788.83,849.3,120.94,14.85,4.31,64.0035,3,train
28.53,436.77,522.72,479.74,85.95,16.2,1.6,25.92,0,test
69.42,948.16,1020.55,984.36,72.39,15.74,3.67,57.7658,3,validation
37.47,0.0,0.0,0.0,0.0,18.01,0.16,2.8816,1,validation
82.88,837.23,896.08,866.66,58.85,5.44,3.98,21.6512,4,train
36.28,321.15,158.7,239.92,162.45,15.78,0.54,8.5212,1,train
38.03,560.29,185.39,372.84,374.9,12.41,0.64,7.9424,2,train
26.35,135.06,50.76,92.91,84.3,11.01,0.04,0.4404,1,train
53.53,825.8,748.55,787.18,77.25,14.78,3.15,46.557,3,train
53.83,933.4,185.93,559.66,747.47,12.67,1.52,19.2584,2,train
47.12,791.59,727.37,759.48,64.22,10.65,2.43,25.8795,4,train
42.78,125.68,113.76,119.72,11.92,14.0,0.27,3.78,1,train
81.65,901.52,859.95,880.74,41.57,15.1,3.19,48.169,3,validation
71.16,879.27,898.06,888.66,18.79,13.31,3.43,45.6533,3,train
39.63,646.75,506.28,576.52,140.47,16.04,2.07,33.2028,0,train
78.72,834.46,830.5,832.48,3.96,11.95,3.45,41.2275,3,train
36.18,458.79,435.04,446.92,23.75,12.77,1.85,23.6245,4,train
56.13,933.3,936.59,934.94,3.29,14.82,3.35,49.647,3,train
34.97,548.09,555.61,551.85,7.52,15.67,2.08,32.5936,0,train
43.74,401.4,531.46,466.43,130.06,13.03,3.34,43.5202,4,test
74.26,840.25,886.95,863.6,46.7,13.18,4.03,53.1154,3,train
37.23,609.19,579.86,594.53,29.33,14.13,2.32,32.7816,0,test
44.29,759.37,781.82,770.6,22.45,0.08,5.43,0.4344,4,validation
34.61,521.87,386.89,454.38,134.98,17.79,1.02,18.1458,0,train
35.03,458.95,93.85,276.4,365.1,11.01,0.02,0.2202,2,train
52.99,883.59,767.12,825.36,116.47,1.28,5.68,7.2704,4,train
49.39,728.61,733.73,731.17,5.12,19.01,0.95,18.0595,4,validation
36.63,282.3,217.13,249.72,65.17,13.73,0.0,0.0,1,validation
82.9,717.21,829.64,773.42,112.43,12.71,2.79,35.4609,3,train
35.71,360.45,35.25,197.85,325.2,10.47,1.47,15.3909,2,train
36.06,506.5,599.51,553.0,93.01,11.58,3.17,36.7086,4,test
41.81,537.53,206.01,371.77,331.52,9.55,1.95,18.6225,2,validation
37.58,68.13,99.04,83.58,30.91,16.26,0.41,6.6666,1,train
68.77,820.91,768.21,794.56,52.7,15.66,3.25,50.895,3,train
39.83,252.5,758.99,505.74,506.49,10.76,1.33,14.3108,2,train
50.57,914.13,963.43,938.78,49.3,14.47,2.46,35.5962,0,validation
69.85,871.32,838.72,855.02,32.6,13.18,3.53,46.5254,3,train
40.92,816.21,856.37,836.29,40.16,15.02,2.79,41.9058,0,train
39.68,695.69,282.19,488.94,413.5,12.1,0.07,0.847,2,train
67.11,886.46,893.63,890.04,7.17,13.23,2.76,36.5148,3,train
35.95,166.18,171.68,168.93,5.5,14.74,0.71,10.4654,1,train
