temperature_c,ldr_left,ldr_right,avg_light,light_diff,voltage_v,current_a,power_w,label,split
51.13,745.45,667.62,706.54,77.83,15.8799,1.9781,31.4119,NORMAL,train
42.58,122.51,715.46,418.98,592.95,8.579,0.4684,4.0182,SHADOW,train
62.23,447.64,452.04,449.84,4.4,4.3632,3.2649,14.2455,PANEL_FAULT,train
81.75,801.25,798.65,799.95,2.6,13.5179,2.6886,36.3445,OVERHEAT,train
73.51,875.07,892.53,883.8,17.46,13.6044,3.7959,51.6415,OVERHEAT,train
42.78,467.02,458.92,462.97,8.1,6.5714,0.5382,3.5365,PANEL_FAULT,train
35.25,747.69,266.97,507.33,480.72,9.5729,1.9659,18.8197,SHADOW,train
53.7,858.32,874.28,866.3,15.96,16.2576,3.7031,60.2032,NORMAL,train
32,114.57,118.13,116.35,3.56,14.727,0.4054,5.9704,LOW_LIGHT,train
33.65,168.49,160.79,164.64,7.7,16.494,0.2905,4.7918,LOW_LIGHT,validation
30.25,29.84,27.81,28.82,2.03,15.7759,0.0581,0.9167,LOW_LIGHT,test
67.85,817.09,807.98,812.54,9.11,13.8559,2.646,36.6632,OVERHEAT,test
70.3,788.14,799.35,793.74,11.21,7.2865,2.6805,19.5319,PANEL_FAULT,train
39.3,495.81,489,492.4,6.81,0.2052,4.8754,1.0005,PANEL_FAULT,train
42.75,523.98,533.53,528.76,9.55,7.2934,1.5067,10.9888,PANEL_FAULT,train
42.11,575.34,555.77,565.56,19.57,16.3795,2.1921,35.9055,NORMAL,train
39.41,241.76,708.04,474.9,466.28,8.959,0.4952,4.4361,SHADOW,train
39.66,624.03,622.65,623.34,1.38,18.6239,0.0737,1.3731,PANEL_FAULT,train
47.33,615.74,168.14,391.94,447.6,9.4461,2.0198,19.0791,SHADOW,test
88.41,928.9,948.94,938.92,20.04,13.0215,4.1646,54.2298,OVERHEAT,train
56.47,879,878.37,878.68,0.63,15.3836,2.3881,36.7373,NORMAL,train
72.07,610.05,595.05,602.55,15,8.7226,2.6381,23.0109,PANEL_FAULT,train
44.94,496.36,498.53,497.44,2.17,16.4302,1.9329,31.7573,NORMAL,train
38,170.32,155.44,162.88,14.88,13.7284,0.4594,6.3066,LOW_LIGHT,train
39.16,514.17,480.39,497.28,33.78,15.3306,1.8222,27.9358,NORMAL,test
32.02,500.29,483.5,491.89,16.79,15.8904,1.2,19.0684,NORMAL,test
71.38,766.18,760.11,763.14,6.07,14.2569,3.7099,52.8919,OVERHEAT,train
35.63,449.44,453.34,451.39,3.9,13.4228,2.4277,32.5865,PANEL_FAULT,train
39.27,464.28,446.08,455.18,18.2,13.8585,2.3656,32.7834,PANEL_FAULT,train
62,943.71,907.81,925.76,35.9,15.3058,3.894,59.6011,OVERHEAT,train
43.96,815.26,273.78,544.52,541.48,8.7927,0.8709,7.6575,SHADOW,train
49.62,636.94,640.21,638.58,3.27,15.921,2.1275,33.8711,NORMAL,train
70.37,634.12,637.57,635.85,3.45,13.8766,3.0058,41.7105,OVERHEAT,train
25.79,19.8,10.52,15.16,9.28,12.9887,0.01,0.1299,LOW_LIGHT,train
35.51,497.68,493.82,495.75,3.86,16.4816,1.2607,20.7782,NORMAL,train
45.88,543.89,490.21,517.05,53.68,15.734,1.8908,29.7501,NORMAL,train
67.73,747.57,748.84,748.2,1.27,14.2539,2.9554,42.1254,OVERHEAT,test
45.93,215.96,705.78,460.87,489.82,7,1.7892,12.5242,SHADOW,train
65.08,803.8,791.54,797.67,12.26,14.7789,3.9831,58.866,OVERHEAT,train
72.49,855.77,851.1,853.44,4.67,14.3392,4.2899,61.5135,OVERHEAT,train
57.71,774.11,769.94,772.03,4.17,5.5291,4.3009,23.7801,PANEL_FAULT,train
75.23,737.22,741.8,739.51,4.58,13.3327,3.2882,43.8399,OVERHEAT,train
29.73,60.14,47.33,53.74,12.81,12.0535,0.1636,1.9721,LOW_LIGHT,train
38.38,459.76,134.78,297.27,324.98,14.0892,0.5948,8.38,SHADOW,train
40.71,440.04,455.15,447.6,15.11,20.5045,0.0761,1.5595,PANEL_FAULT,train
48.53,764.33,141.04,452.68,623.29,11.0039,0.564,6.2066,SHADOW,train
75.58,889.91,910.08,900,20.17,13.8595,4.3308,60.0233,OVERHEAT,train
57,852.41,833.16,842.78,19.25,14.1138,3.083,43.5122,NORMAL,train
35.5,462.56,68.03,265.3,394.53,10.4879,1.1999,12.5839,SHADOW,validation
57,937.33,953.46,945.4,16.13,14.6048,3.4631,50.5785,NORMAL,train
49.4,716.92,712.06,714.49,4.86,16.1336,2.836,45.7551,NORMAL,train
35.99,143.72,156.18,149.95,12.46,12.4835,0.2732,3.4107,LOW_LIGHT,train
44.43,525.17,519.26,522.21,5.91,15.4539,1.9597,30.2854,NORMAL,train
28.95,446.13,39.8,242.97,406.33,9.4449,0.5315,5.0204,SHADOW,validation
62.26,927.1,950.01,938.56,22.91,15.0897,4.2592,64.2699,OVERHEAT,test
57,797.18,798.04,797.61,0.86,14.9852,2.914,43.667,NORMAL,train
54.07,848.31,861.45,854.88,13.14,15.6519,3.9861,62.3906,NORMAL,train
81.6,684.68,695.04,689.86,10.36,13.3317,2.3302,31.0653,OVERHEAT,train
77.66,914.8,884.74,899.77,30.06,13.5671,4.0374,54.7758,OVERHEAT,train
52.93,568.6,559.03,563.82,9.57,9.8109,2.732,26.8038,PANEL_FAULT,validation
68.68,539.02,550.41,544.71,11.39,9.9563,2.096,20.8688,PANEL_FAULT,train
24.6,49.49,47.33,48.41,2.16,15.5195,0.0762,1.1819,LOW_LIGHT,validation
41.89,458.4,458.99,458.7,0.59,19.2027,0.012,0.2298,PANEL_FAULT,train
82.28,831.8,809.2,820.5,22.6,13.644,4.0253,54.9215,OVERHEAT,train
67.73,775.77,806.3,791.04,30.53,13.9635,3.0918,43.1722,OVERHEAT,train
43.77,600.94,601.73,601.34,0.79,3.473,3.9875,13.8487,PANEL_FAULT,train
79.03,696.75,706.2,701.48,9.45,5.3796,3.2472,17.4684,PANEL_FAULT,train
45.32,521.59,507.26,514.42,14.33,2.2452,5.4391,12.2119,PANEL_FAULT,train
38,143.07,138.18,140.62,4.89,12.3326,0.2754,3.396,LOW_LIGHT,train
37.37,214.78,227.59,221.18,12.81,14.6399,0.3709,5.4293,LOW_LIGHT,train
40.98,535.06,532.68,533.87,2.38,0.2086,4.8656,1.0149,PANEL_FAULT,validation
54.19,617.64,617.82,617.73,0.18,16.0636,2.337,37.5412,NORMAL,validation
30.94,104.94,76.59,90.76,28.35,14.5056,0.1668,2.4198,LOW_LIGHT,validation
38.28,163.79,567.73,365.76,403.94,13.8166,1.328,18.3482,SHADOW,validation
34.19,162.15,445.77,303.96,283.62,10.0023,0.7835,7.8364,SHADOW,train
35.36,38.39,558.98,298.68,520.59,11.4237,0.5295,6.0487,SHADOW,train
52.44,671.24,599.98,635.61,71.26,15.858,1.9069,30.24,NORMAL,train
50.68,624.96,613.24,619.1,11.72,10.293,2.2765,23.4324,PANEL_FAULT,train
45.64,632.52,635.2,633.86,2.68,11.559,2.3772,27.4777,PANEL_FAULT,train
43.67,99.92,694.13,397.02,594.21,13.1476,1.5439,20.2982,SHADOW,train
28.36,8.05,25.07,16.56,17.02,13.1114,0.0532,0.6981,LOW_LIGHT,train
46.85,612.7,606.96,609.83,5.74,16.8408,1.9843,33.4164,NORMAL,test
35.05,57.79,47.46,52.62,10.33,14.545,0.1469,2.136,LOW_LIGHT,test
37.69,491.7,511.96,501.83,20.26,15.7254,1.2,18.8704,NORMAL,test
42.92,583.29,608.59,595.94,25.3,11.3516,3.2181,36.5301,PANEL_FAULT,train
65.99,939.03,950.35,944.69,11.32,13.9894,3.6677,51.3092,OVERHEAT,train
35.56,82.04,71.5,76.77,10.54,14.4936,0.1542,2.2348,LOW_LIGHT,train
30.45,48.35,64.59,56.47,16.24,12.6317,0.0811,1.0238,LOW_LIGHT,validation
45.82,813.04,809.68,811.36,3.36,10.4577,2.7041,28.2788,PANEL_FAULT,train
45.02,648.19,616.47,632.33,31.72,3.0192,5.4851,16.5605,PANEL_FAULT,validation
38,307.55,303.64,305.6,3.91,15.6617,0.351,5.4976,LOW_LIGHT,train
57,973.47,972.25,972.86,1.22,14.5267,2.8356,41.1926,NORMAL,test
55.04,637.73,632,634.86,5.73,2.9892,5.7085,17.0641,PANEL_FAULT,train
49.22,868.5,60.86,464.68,807.64,12.5643,1.7218,21.6337,SHADOW,train
39.4,481.03,474.94,477.98,6.09,20.2976,0.0164,0.3324,PANEL_FAULT,train
28.25,128.95,131.99,130.47,3.04,14.0335,0.3858,5.4139,LOW_LIGHT,train
35.37,70.5,48.94,59.72,21.56,15.15,0.1118,1.6938,LOW_LIGHT,validation
33.1,171.86,162.87,167.36,8.99,13.8423,0.0221,0.3057,LOW_LIGHT,train
56.57,887.28,899.6,893.44,12.32,15.2892,2.7062,41.3751,NORMAL,train
78.36,866.56,882.74,874.65,16.18,13.4455,2.6492,35.6198,OVERHEAT,train
46.21,637.61,629.53,633.57,8.08,21.1284,0.0972,2.0528,PANEL_FAULT,train
47.71,626.07,609.24,617.66,16.83,0.9888,4.3949,4.3457,PANEL_FAULT,train
31.99,97.2,111.28,104.24,14.08,15.9717,0.2878,4.5973,LOW_LIGHT,validation
47.93,620.39,623.67,622.03,3.28,5.6723,1.7662,10.0183,PANEL_FAULT,test
40.15,464.1,465.76,464.93,1.66,8.1438,2.3741,19.3343,PANEL_FAULT,train
65.51,646.13,651.8,648.96,5.67,13.9053,2.8388,39.4744,OVERHEAT,test
71.79,790.11,789.99,790.05,0.12,13.7537,3.3878,46.595,OVERHEAT,train
47.74,762.3,722.14,742.22,40.16,15.8934,3.8599,61.3466,NORMAL,train
70.73,780.06,816.92,798.49,36.86,13.8075,2.6755,36.9419,OVERHEAT,validation
44.76,731.01,736.29,733.65,5.28,16.6841,2.4475,40.8337,NORMAL,train
69.2,843.84,860.95,852.4,17.11,13.8631,3.0872,42.7976,OVERHEAT,train
49.49,839.43,844.46,841.94,5.03,15.662,3.0247,47.3737,NORMAL,test
50.42,782.39,785.59,783.99,3.2,8.2409,1.6276,13.4132,PANEL_FAULT,train
55.02,949.92,946.16,948.04,3.76,15.0331,3.2087,48.2367,NORMAL,test
38.33,654.37,613.54,633.95,40.83,17.1274,1.8975,32.4998,NORMAL,train
46.85,623.92,119.89,371.9,504.03,7.7621,1.2465,9.6754,SHADOW,train
54.75,865,800.06,832.53,64.94,15.6072,3.3602,52.4434,NORMAL,train
25.52,128.38,445.53,286.95,317.15,11.048,1.4567,16.0941,SHADOW,train
55.03,783.15,806.42,794.78,23.27,20.5431,0.061,1.2527,PANEL_FAULT,train
39.89,448.61,159.65,304.13,288.96,7.9321,0.4673,3.7065,SHADOW,train
30.17,67.78,87.81,77.8,20.03,15.1773,0.1566,2.3763,LOW_LIGHT,train
32.86,71.77,110.98,91.38,39.21,11.8752,0.2369,2.8137,LOW_LIGHT,test
46.11,668.93,639.06,653.99,29.87,6.1303,1.5715,9.6337,PANEL_FAULT,train
43.03,82.51,709.07,395.79,626.56,7.2322,1.3233,9.5704,SHADOW,train
42.7,160.86,546.52,353.69,385.66,10.8285,2.0814,22.5385,SHADOW,train
37.48,190.22,188.17,189.2,2.05,12.6733,0.434,5.5004,LOW_LIGHT,train
49.25,672.75,625.98,649.36,46.77,13.8611,3.2297,44.7668,PANEL_FAULT,train
33.1,79.23,86.38,82.8,7.15,12.3803,0.3028,3.749,LOW_LIGHT,validation
44.26,618.03,626.74,622.38,8.71,15.8589,2.3689,37.5675,NORMAL,train
46.18,891.1,323.73,607.42,567.37,12.3529,2.2035,27.2196,SHADOW,train
25.48,11.15,35,23.08,23.85,15.2471,0.122,1.8606,LOW_LIGHT,test
44.91,307.77,690.88,499.32,383.11,7.5167,0.3917,2.9447,SHADOW,validation
54.38,890.77,907.61,899.19,16.84,16.0316,3.9652,63.5684,NORMAL,train
50,800.8,45.71,423.26,755.09,10.5753,0.5975,6.3189,SHADOW,train
28,494.35,472.93,483.64,21.42,17.7541,1.2,21.3049,NORMAL,train
42.32,773.11,72.69,422.9,700.42,12.6242,1.5547,19.6266,SHADOW,train
57,957.51,943.09,950.3,14.42,15.4936,2.6153,40.5198,NORMAL,train
53.79,690.79,721.2,706,30.41,3.0983,5.355,16.5915,PANEL_FAULT,test
76.38,752.08,721.29,736.68,30.79,13.4425,2.7368,36.7887,OVERHEAT,train
41.12,530.45,534.81,532.63,4.36,6.3392,1.8664,11.8316,PANEL_FAULT,train
55.96,874.99,872.58,873.79,2.41,14.0649,2.5729,36.1872,NORMAL,train
24.66,75.4,78.55,76.97,3.15,12.1311,0.2484,3.0129,LOW_LIGHT,validation
75.08,741.73,747.8,744.76,6.07,4.7342,4.2841,20.2814,PANEL_FAULT,train
46.64,983.54,981.78,982.66,1.76,16.8459,3.2012,53.9267,NORMAL,train
59.3,880.1,872.22,876.16,7.88,15.3159,2.6599,40.7393,OVERHEAT,train
50.85,543.48,536.83,540.16,6.65,3.4174,5.1049,17.4457,PANEL_FAULT,test
42.44,102.06,651.44,376.75,549.38,8.39,0.2579,2.1638,SHADOW,validation
30.15,21.09,30.33,25.71,9.24,11.8069,0.045,0.5309,LOW_LIGHT,test
52.65,561.88,563.57,562.72,1.69,15.6221,2.7561,43.0559,NORMAL,train
65.39,765.03,757.64,761.34,7.39,14.725,3.3404,49.1872,OVERHEAT,train
39.69,514.34,523.31,518.83,8.97,0.0609,5.7107,0.3476,PANEL_FAULT,train
39.4,189.72,582.7,386.21,392.98,10.5355,1.0271,10.8207,SHADOW,train
36.92,451.97,45.05,248.51,406.92,8.7205,1.4417,12.5723,SHADOW,train
44.1,171.56,719.65,445.6,548.09,11.9058,1.7079,20.3335,SHADOW,train
36.61,112.04,106.6,109.32,5.44,11.6853,0.1442,1.6854,LOW_LIGHT,train
63.18,741.04,752.8,746.92,11.76,7.1513,3.8209,27.3245,PANEL_FAULT,validation
43.59,130.2,568.08,349.14,437.88,11.7093,1.1068,12.9597,SHADOW,train
79.07,716.83,734.65,725.74,17.82,14.0442,2.5704,36.0988,OVERHEAT,test
82.54,711.44,734.55,723,23.11,12.9889,2.926,38.0055,OVERHEAT,train
42.58,479,496.3,487.65,17.3,6.5417,1.7038,11.1455,PANEL_FAULT,train
43.14,59.66,519.38,289.52,459.72,10.9323,1.2049,13.1722,SHADOW,train
46.05,480.44,493.24,486.84,12.8,11.8265,0.9197,10.8773,PANEL_FAULT,train
88.03,871.71,855.63,863.67,16.08,12.5368,3.4156,42.8211,OVERHEAT,train
75.1,887.02,873.83,880.42,13.19,13.2803,4.0581,53.8931,OVERHEAT,train
39.86,704.15,706.75,705.45,2.6,8.5056,1.8055,15.3569,PANEL_FAULT,train
47.4,515.83,526.02,520.92,10.19,7.3952,1.7083,12.633,PANEL_FAULT,train
41.42,537.48,136.78,337.13,400.7,8.4119,0.7811,6.5707,SHADOW,train
46.87,295.76,866.1,580.93,570.34,9.9326,2.0081,19.9457,SHADOW,train
49.05,965.82,392.81,679.32,573.01,9.573,2.36,22.5923,SHADOW,train
69.16,913.93,902.31,908.12,11.62,14.5234,4.2397,61.5748,OVERHEAT,test
30.26,123.35,97.72,110.54,25.63,16.0936,0.2408,3.8759,LOW_LIGHT,validation
23.67,48.39,11.99,30.19,36.4,17.567,0.0591,1.0376,LOW_LIGHT,validation
33.27,148.81,120.61,134.71,28.2,15.7628,0.3138,4.9469,LOW_LIGHT,validation
40.92,519.11,496.62,507.87,22.49,16.4307,1.2,19.7168,NORMAL,test
52.21,852.87,863.03,857.95,10.16,12.0885,2.1892,26.4644,PANEL_FAULT,train
45.01,653.31,665.06,659.18,11.75,18.934,0.0734,1.3902,PANEL_FAULT,train
37.86,442.86,194.55,318.71,248.31,9.4412,0.5486,5.1791,SHADOW,test
43.17,509.24,516.64,512.94,7.4,5.0447,1.3366,6.7426,PANEL_FAULT,train
46.96,47.59,610.97,329.28,563.38,9.794,0.6388,6.2563,SHADOW,train
30.85,76.32,96.1,86.21,19.78,16.0653,0.1695,2.7237,LOW_LIGHT,validation
35.82,68.69,487.86,278.27,419.17,10.4556,1.4694,15.3637,SHADOW,train
57,969.22,964.72,966.97,4.5,15.9281,2.7294,43.4735,NORMAL,train
36.41,448.82,205.63,327.23,243.19,8.829,1.1224,9.9097,SHADOW,train
44.78,483.48,488.62,486.05,5.14,19.9707,0.0257,0.5125,PANEL_FAULT,train
33.86,468.92,140.25,304.59,328.67,13.094,1.0213,13.3735,SHADOW,train
28.76,454.95,57.21,256.08,397.74,12.5941,1.3936,17.5507,SHADOW,train
36.23,156.96,163.55,160.26,6.59,13.9104,0.5587,7.7711,LOW_LIGHT,validation
34.94,220.82,211.51,216.16,9.31,14.6877,0.0296,0.4343,LOW_LIGHT,validation
34.18,64.44,438.92,251.68,374.48,12.0793,1.5641,18.8935,SHADOW,validation
56.15,954.6,950.03,952.32,4.57,15.4578,4.1585,64.2819,NORMAL,train
40.62,441.69,433.56,437.62,8.13,19.9283,0.0509,1.0149,PANEL_FAULT,test
55.4,667.1,672.38,669.74,5.28,15.576,2.5451,39.6428,NORMAL,train
66.15,819.12,814.09,816.6,5.03,14.1515,3.1601,44.7195,OVERHEAT,train
37.94,154.09,548.53,351.31,394.44,10.9742,1.5451,16.9561,SHADOW,validation
59.83,908.62,896.76,902.69,11.86,14.7961,2.8796,42.6072,OVERHEAT,train
76.36,843.72,823.02,833.37,20.7,14.0095,2.6464,37.0744,OVERHEAT,train
41.31,703.53,690.03,696.78,13.5,12.4937,2.2034,27.529,PANEL_FAULT,train
42.08,840.91,192.77,516.84,648.14,8.6612,1.5515,13.4375,SHADOW,train
33.32,522.54,499.05,510.79,23.49,15.8858,1.219,19.3646,NORMAL,train
35.13,93.16,86.05,89.6,7.11,14.9721,0.1599,2.3944,LOW_LIGHT,train
88.83,843.02,829.14,836.08,13.88,12.4382,2.516,31.2949,OVERHEAT,validation
61.44,859.82,918.93,889.38,59.11,14.6953,4.4702,65.6903,OVERHEAT,validation
34.23,149.76,165.79,157.77,16.03,15.1664,0.0786,1.1925,LOW_LIGHT,train
39.1,493.42,521.6,507.51,28.18,17.3278,1.2,20.7934,NORMAL,train
36.17,475.19,510.29,492.74,35.1,17.418,1.2,20.9016,NORMAL,validation
36.39,502.6,504.17,503.38,1.57,16.7381,1.5009,25.1218,NORMAL,train
43.43,433.42,460.45,446.94,27.03,6.4857,2.6524,17.2027,PANEL_FAULT,train
33.16,53.72,440.44,247.08,386.72,7.9522,0.5137,4.0847,SHADOW,validation
46.12,329.51,846.8,588.16,517.29,11.5243,2.2301,25.6999,SHADOW,validation
33.54,431.71,85.75,258.73,345.96,12.9856,1.8459,23.9705,SHADOW,train
45.78,628.08,626.2,627.14,1.88,16.9566,1.9548,33.147,NORMAL,train
64.92,877.67,884.56,881.12,6.89,14.8046,3.1961,47.317,OVERHEAT,test
72.12,773.25,775.97,774.61,2.72,14.5693,3.8998,56.8175,OVERHEAT,train
88.62,805.2,761.86,783.53,43.34,12.5514,3.8708,48.5841,OVERHEAT,train
86.77,884.72,854.8,869.76,29.92,12.4474,4.1947,52.213,OVERHEAT,train
52.39,633.13,598,615.57,35.13,15.9774,2.2192,35.4576,NORMAL,validation
38,257.77,290.16,273.97,32.39,14.705,0.0855,1.2573,LOW_LIGHT,train
36.3,443.06,454.78,448.92,11.72,1.3597,4.5159,6.1403,PANEL_FAULT,train
32.83,489.36,512.57,500.97,23.21,16.5611,1.2,19.8734,NORMAL,train
48.09,645.01,652.29,648.65,7.28,12.7302,3.1554,40.1691,PANEL_FAULT,train
57,841.57,852.58,847.08,11.01,9.3975,2.0667,19.422,PANEL_FAULT,train
48.45,526.74,539.56,533.15,12.82,14.6404,2.0256,29.6553,NORMAL,train
77.42,871.05,854.75,862.9,16.3,13.8895,4.0704,56.5365,OVERHEAT,test
47.07,803.22,796.88,800.05,6.34,21.0769,0.0459,0.9673,PANEL_FAULT,train
54.98,846.87,823.69,835.28,23.18,14.2607,2.214,31.5737,NORMAL,validation
33.51,42.25,43.7,42.98,1.45,13.0393,0.1161,1.514,LOW_LIGHT,train
39.07,493.06,495.74,494.4,2.68,15.2381,1.5447,23.5388,NORMAL,train
39.73,548.69,548.42,548.56,0.27,12.0307,2.7735,33.3671,PANEL_FAULT,train
40.19,675.85,160.31,418.08,515.54,12.9185,1.1014,14.2279,SHADOW,train
86.62,941.82,911.95,926.88,29.87,12.9963,3.6579,47.5391,OVERHEAT,validation
26.9,29.61,16.98,23.3,12.63,15.0315,0.0173,0.2598,LOW_LIGHT,validation
49.38,649.76,650.07,649.92,0.31,5.5869,2.8271,15.7947,PANEL_FAULT,train
43.41,864.4,261.81,563.1,602.59,8.2351,2.111,17.3841,SHADOW,train
46.19,443.19,457.39,450.29,14.2,11.1599,1.4999,16.7387,PANEL_FAULT,train
51.05,950.99,957.24,954.12,6.25,15.5363,4.5545,70.7606,NORMAL,train
77.08,670.73,649.59,660.16,21.14,8.2072,2.8209,23.1515,PANEL_FAULT,train
57,706.48,679.07,692.78,27.41,1.3759,4.4288,6.0935,PANEL_FAULT,train
48.72,547.35,557.15,552.25,9.8,0.3736,5.6785,2.1218,PANEL_FAULT,train
36.39,112.25,116.36,114.3,4.11,12.8457,0.4312,5.5395,LOW_LIGHT,test
44.37,685.63,27.68,356.66,657.95,9.1403,0.7935,7.2527,SHADOW,train
50,70,819.52,444.76,749.52,8.119,1.1816,9.5937,SHADOW,train
51.6,934.7,942.53,938.62,7.83,2.5877,5.5392,14.3341,PANEL_FAULT,train
67.25,929.78,907.27,918.52,22.51,14.3535,3.1297,44.9228,OVERHEAT,train
30.25,46.86,31.45,39.16,15.41,16.4036,0.1051,1.724,LOW_LIGHT,validation
58.72,741.09,721.15,731.12,19.94,15.1484,2.7916,42.2886,OVERHEAT,train
67.5,821.73,816.59,819.16,5.14,14.7163,3.5288,51.9317,OVERHEAT,train
60.64,724.76,714.52,719.64,10.24,14.1954,3.1973,45.3863,OVERHEAT,train
69.37,816.11,801.33,808.72,14.78,14.2508,3.1249,44.533,OVERHEAT,train
41.41,537.78,549.65,543.71,11.87,14.9826,1.5019,22.5025,NORMAL,train
33.25,496.4,495.6,496,0.8,15.5398,1.2542,19.4908,NORMAL,train
29.44,0,11.43,5.71,11.43,12.2347,0.037,0.4531,LOW_LIGHT,train
36.37,233.3,234.77,234.04,1.47,14.032,0.5236,7.3475,LOW_LIGHT,train
69.53,917.39,930.67,924.03,13.28,14.6527,4.0239,58.9611,OVERHEAT,validation
46.76,603.5,647.13,625.32,43.63,15.7687,2.3797,37.5243,NORMAL,test
40.3,497.58,517.86,507.72,20.28,17.1709,1.2,20.6051,NORMAL,train
37.67,263.72,237.21,250.47,26.51,13.2503,0.9789,12.9711,LOW_LIGHT,validation
42.26,156.32,520.98,338.65,364.66,8.5422,0.811,6.9279,SHADOW,train
42.83,572.89,559.57,566.23,13.32,15.5944,2.1264,33.1599,NORMAL,test
43.95,531.25,536.94,534.1,5.69,0.7348,5.2437,3.8531,PANEL_FAULT,train
46.16,609.68,611.57,610.62,1.89,3.3173,4.6644,15.4732,PANEL_FAULT,validation
66.72,742.53,733.57,738.05,8.96,13.8321,2.2375,30.9494,OVERHEAT,train
30.09,147.09,128.15,137.62,18.94,14.5331,0.0594,0.8632,LOW_LIGHT,test
58.69,892.14,879.95,886.04,12.19,15.3503,3.7753,57.9512,OVERHEAT,validation
48.94,739.97,738.51,739.24,1.46,16.2126,2.0443,33.1435,NORMAL,train
75.6,928.4,910.22,919.31,18.18,14.0839,3.8297,53.9371,OVERHEAT,train
41.97,715.22,276.21,495.72,439.01,7,1.7788,12.4514,SHADOW,test
56.98,779.61,782.55,781.08,2.94,14.3757,2.5374,36.4765,NORMAL,train
33.92,30.86,40.21,35.53,9.35,12.0213,0.0842,1.0118,LOW_LIGHT,train
36.06,95.66,52.22,73.94,43.44,13.8926,0.0873,1.2133,LOW_LIGHT,train
42.32,164.69,666.03,415.36,501.34,10.1888,1.6401,16.7107,SHADOW,test
34.86,63.34,83.89,73.62,20.55,14.8537,0.1441,2.1404,LOW_LIGHT,validation
42.3,671.86,215.21,443.54,456.65,9.1228,0.4755,4.338,SHADOW,train
62.47,879.51,825.94,852.72,53.57,14.3056,3.1324,44.8113,OVERHEAT,train
42.05,699.42,688.08,693.75,11.34,16.0442,2.5917,41.5821,NORMAL,train
71.03,677.93,672.44,675.18,5.49,14.6599,2.0689,30.3301,OVERHEAT,train
45.56,506.62,501.86,504.24,4.76,8.2843,1.7141,14.1998,PANEL_FAULT,train
42.47,665.2,285.76,475.48,379.44,10.4468,2.1165,22.1106,SHADOW,train
72.77,764.61,780.37,772.49,15.76,14.0572,2.4122,33.9091,OVERHEAT,train
41.35,447.9,129.51,288.7,318.39,11.4934,0.9767,11.2254,SHADOW,train
31.09,90.11,78.67,84.39,11.44,15.2402,0.163,2.4834,LOW_LIGHT,test
88.23,680.46,607.85,644.15,72.61,13.0206,2.9962,39.0125,OVERHEAT,train
46.66,654.21,667.76,660.98,13.55,13.1197,2.744,35.9999,PANEL_FAULT,train
46.59,758.27,784.72,771.5,26.45,15.9012,2.8106,44.692,NORMAL,train
70.93,823.75,852.64,838.2,28.89,14.384,2.6346,37.8954,OVERHEAT,validation
33.99,113.07,102.09,107.58,10.98,13.9072,0.2218,3.0842,LOW_LIGHT,validation
59.7,749.09,771.92,760.5,22.83,15.0551,2.796,42.0941,OVERHEAT,train
31.35,450.54,112.77,281.66,337.77,7.9573,0.99,7.8781,SHADOW,train
39.03,439.57,438.96,439.26,0.61,5.4433,2.4732,13.4623,PANEL_FAULT,train
29.92,54.04,55.86,54.95,1.82,14.7214,0.06,0.8829,LOW_LIGHT,validation
45.93,577.65,537.08,557.36,40.57,16.4076,1.6672,27.3555,NORMAL,train
32.22,180,193.44,186.72,13.44,16.1075,0.6201,9.9875,LOW_LIGHT,train
88.93,975.27,955.36,965.32,19.91,12.6488,3.6067,45.6208,OVERHEAT,train
40.56,246.98,684.67,465.82,437.69,7.8302,0.6669,5.2219,SHADOW,train
33.46,121.6,88.39,105,33.21,13.2739,0.3504,4.6516,LOW_LIGHT,train
46.48,701.17,706.3,703.73,5.13,16.3039,3.0608,49.9022,NORMAL,train
33.28,51.87,58.61,55.24,6.74,16.2079,0.1206,1.9549,LOW_LIGHT,train
46.33,512.59,528.88,520.74,16.29,18.9796,0.0402,0.7639,PANEL_FAULT,train
40.82,316.95,782.45,549.7,465.5,9.2534,0.6149,5.6899,SHADOW,train
52.48,627.76,636.54,632.15,8.78,11.4466,1.9727,22.5806,PANEL_FAULT,train
50.73,804.42,809.61,807.02,5.19,15.311,2.4945,38.193,NORMAL,validation
53.19,612.74,615.97,614.36,3.23,6.9116,2.1293,14.7169,PANEL_FAULT,train
53.06,945.77,963.45,954.61,17.68,1.6104,4.9806,8.021,PANEL_FAULT,test
34.03,513.91,515.28,514.6,1.37,16.5447,1.2,19.8537,NORMAL,train
61.83,873.69,877.14,875.42,3.45,14.3696,2.9567,42.4863,OVERHEAT,validation
77.23,765.41,774.95,770.18,9.54,13.0612,3.0858,40.3042,OVERHEAT,test
31.3,111.27,105.1,108.18,6.17,15.77,0.1458,2.2997,LOW_LIGHT,train
42.85,668.34,662.47,665.4,5.87,4.6865,1.505,7.053,PANEL_FAULT,train
33.56,71.59,56.66,64.12,14.93,13.0602,0.0466,0.608,LOW_LIGHT,train
28.22,81.65,105.96,93.8,24.31,13.2271,0.1228,1.6245,LOW_LIGHT,train
69.1,778.47,796.43,787.45,17.96,14.1814,2.8391,40.262,OVERHEAT,test
45.17,667.19,676.33,671.76,9.14,7.4054,2.8357,20.9992,PANEL_FAULT,validation
74.84,832.1,789.98,811.04,42.12,13.9017,3.8687,53.7809,OVERHEAT,test
